,Unnamed: 0,label,x,y,feature 1,feature 2,feature 3,feature 4,feature 5,feature 6,feature 7,feature 8,feature 9,feature 10,feature 11,feature 12,feature 13,feature 14,feature 15,feature 16,location
0,0,22,822,28,98,94.0974630411394,36.011919719541524,27,38,48,63,81,113,0.0172413793103448,0.1206896551724138,0.4827586206896552,0.8275862068965517,1575.1346728073445,682.1840109031448,465375.0247319019,nuc
1,1,10,61,1292,62,182.1247828510308,261.4126265659783,50,78,110,162,226,271,0.0,0.0238095238095238,0.1031746031746031,0.1746031746031746,1517.049559548321,652.0576106616674,425179.12762180256,cyto
2,2,36,1628,339,18,196.98751181350428,177.8919282765595,59,70,82,95,132,156,0.0,0.0098039215686274,0.1372549019607843,0.4117647058823529,1301.0835665149052,628.5171876817407,395033.85521136445,nuc
3,3,39,1661,819,35,154.2356010792656,170.1491582711198,54,73,93,120,171,213,0.0,0.0251256281407035,0.1256281407035175,0.2512562814070351,1086.0438206840468,502.3062129327805,252311.53155087185,nuc
4,4,48,2422,1087,81,168.90282776482215,129.37463951194752,54,64,82,107,160,196,0.0,0.0193548387096774,0.1354838709677419,0.3096774193548387,1388.600177365943,636.2889971576093,404863.68790383614,nuc
5,5,50,2221,2545,99,94.34685802145202,233.94462236251587,35,45,52,64,87,118,0.0,0.0535714285714285,0.3392857142857143,0.75,1732.6249763400633,697.2932150422755,486217.82774399314,cyto
6,6,10,216,1458,40,173.72907192017595,208.502386235878,49,76,100,133,171,210,0.0,0.0396825396825396,0.119047619047619,0.2063492063492063,1407.7854791456425,636.1751675811967,404718.8438469637,cyto
7,7,21,828,1655,96,112.4943626656639,131.68233200132804,50,71,79,101,144,182,0.0,0.0147058823529411,0.1544117647058823,0.3382352941176471,1114.9834469264065,507.9829159109259,258046.6428573668,nuc
8,8,28,1058,2212,90,127.07878338191284,123.67630611221222,36,57,74,105,155,194,0.0,0.0588235294117647,0.1680672268907563,0.3025210084033613,1298.4697761059535,599.8584392533768,359830.1471434971,nuc
9,9,12,450,1682,52,182.80617484794865,88.75546482807705,47,59,66,73,94,122,0.0,0.03125,0.328125,0.734375,1294.0208008020702,610.1627034268124,372298.5246531162,nuc
10,10,27,1039,1747,92,91.02478659938318,89.44671535974354,48,58,67,88,130,159,0.0,0.0234375,0.2109375,0.4140625,1084.945945243696,481.9836305191282,232308.22008839948,nuc
11,11,12,498,1649,16,234.5813004411789,141.7145605823736,32,42,46,59,88,109,0.015625,0.09375,0.4375,0.921875,1259.131118878763,594.7191783409969,353690.9010865904,cyto
12,12,36,1626,122,99,63.18391518142797,74.54858186406076,45,71,79,96,133,164,0.0,0.0392156862745098,0.1666666666666666,0.4117647058823529,1447.3252740030478,670.1413196317056,449089.3882777238,nuc
13,13,37,1520,782,28,172.86871571281577,214.9256939177734,39,61,78,97,151,186,0.0,0.0531914893617021,0.1595744680851064,0.3670212765957447,1074.0387438492633,491.3007333111168,241376.41055204105,nuc
14,14,39,1526,882,72,195.6895342765827,218.4269379495564,54,70,78,106,165,207,0.0,0.0251256281407035,0.1557788944723618,0.2914572864321608,1045.7295950780128,461.8599624558831,213314.6249197497,nuc
15,15,37,1502,400,2,226.39987864384767,217.8789105910895,57,80,101,126,181,221,0.0,0.0106382978723404,0.101063829787234,0.2234042553191489,1246.8496506224856,602.6552585203469,363193.3606222262,nuc
16,16,43,1838,1495,227,134.04739513321803,61.83816918300983,85,118,144,186,273,300,0.0,0.0046838407494145,0.0444964871194379,0.1030444964871194,1088.4797126572992,472.43657835236735,223196.32056529252,nuc
17,17,28,1078,2210,84,120.10217775438868,117.33504472360366,44,65,81,113,156,197,0.0,0.0336134453781512,0.1428571428571428,0.3193277310924369,1294.095424530337,597.3765154581994,356858.70122098026,nuc
18,18,35,1557,2401,216,97.78583722623692,107.83984012873329,65,92,124,155,207,261,0.0,0.0144230769230769,0.0865384615384615,0.1346153846153846,1419.112227466435,627.075860591784,393224.1349369265,nuc
19,19,37,1518,504,75,123.30885815106764,126.21652399602968,53,76,97,128,184,222,0.0053191489361702,0.0212765957446808,0.1063829787234042,0.2180851063829787,1191.555914138831,575.0360110399113,330666.413992693,nuc
20,20,28,943,2256,33,226.63400693554843,221.92053134639588,51,71,84,99,139,190,0.0,0.0084033613445378,0.134453781512605,0.4033613445378151,1348.866944354605,621.729921419828,386548.0951887054,nuc
21,21,22,887,19,37,133.1861909346747,76.60264093138544,22,32,40,54,80,107,0.0172413793103448,0.1551724137931034,0.5,0.8448275862068966,1563.3404913474717,680.3386636446788,462860.6972498275,cyto
22,22,39,1844,1086,72,184.8761485940153,162.8738491333606,53,70,83,111,180,223,0.0,0.0301507537688442,0.1407035175879397,0.2914572864321608,1081.5137822944205,488.6910646645686,238818.9566829896,nuc
23,23,13,441,1616,15,121.88146042288588,129.42974450202377,36,54,78,96,128,156,0.0,0.0608695652173913,0.1739130434782608,0.417391304347826,1284.3302167246873,604.1763273264725,365029.0345017048,nuc
